"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Wed Jan 11 10:17:47 EET 2023","Wed Jan 11 10:17:47 EET 2023","4","","Verify that user can open the ""sign up"" page","","","","Verify that user can open the ""sign up"" page",""
